BehaviorID,CustomerID,ProductID,Timestamp,ClickSource,PageModule,ActionType,DwellTimeSeconds,DwellTimeCategory
366,2835,6507,2024-08-03 17:19:35.378677,home,specification,view,47,t3
367,2826,6546,2024-08-01 11:02:35.378677,category,specification,add_to_cart,32,t3
368,4306,516,2024-08-10 06:40:35.378677,search,specification,purchase,227,t5
369,3234,2952,2024-08-06 00:16:35.378677,search,bottom,add_to_cart,126,t5
370,3241,3157,2024-07-18 14:30:35.378677,cart,,view,184,t5
371,2890,709,2024-08-01 17:54:35.378677,sale,specification,add_to_cart,126,t5
372,3989,5893,2024-07-31 21:29:35.378677,cart,specification,view,47,t3
373,3615,4272,2024-07-12 08:48:35.378677,category,specification,purchase,67,t4
374,315,3807,2024-08-11 09:43:35.378677,home,specification,view,5,t1
375,1818,1489,2024-07-12 06:58:35.378677,home,,purchase,30,t3
376,4174,9760,2024-07-21 00:24:35.378677,cart,,purchase,158,t5
377,4503,6605,2024-08-10 03:23:35.378677,cart,,add_to_cart,265,t5
378,1604,8829,2024-07-29 17:35:35.378677,search,,add_to_cart,92,t4
379,989,4229,2024-08-06 03:19:35.378677,search,,add_to_cart,80,t4
380,1851,9614,2024-08-06 11:20:35.378677,sale,comments,purchase,246,t5
381,2500,4300,2024-07-16 15:05:35.378677,cart,bottom,add_to_cart,111,t4
382,1613,9299,2024-08-06 03:45:35.378677,cart,comments,purchase,273,t5
383,4073,2752,2024-07-15 21:19:35.378677,sale,bottom,view,51,t3
384,4999,7809,2024-07-20 22:29:35.378677,sale,,add_to_cart,1,t1
385,4770,570,2024-07-27 15:30:35.378677,home,comments,add_to_cart,200,t5
386,2629,1809,2024-08-10 13:07:35.378677,sale,,purchase,216,t5
387,4651,2186,2024-08-08 16:51:35.378677,search,specification,purchase,44,t3
388,2670,7204,2024-07-21 12:06:35.378677,home,comments,add_to_cart,232,t5
389,1233,6270,2024-07-26 10:22:35.378677,sale,,add_to_cart,77,t4
390,1647,5232,2024-07-25 18:19:35.378677,sale,comments,view,11,t2
391,4551,899,2024-07-19 01:47:35.378677,search,bottom,add_to_cart,9,t1
392,4438,328,2024-08-07 16:52:35.378677,home,,view,207,t5
393,1572,6114,2024-07-28 22:35:35.378677,search,specification,add_to_cart,132,t5
394,2906,3733,2024-07-23 08:34:35.378677,sale,,add_to_cart,218,t5
395,812,4751,2024-07-27 17:45:35.378677,home,specification,purchase,255,t5
396,3449,2560,2024-07-22 16:04:35.378677,sale,bottom,view,147,t5
397,4338,4143,2024-08-09 03:45:35.378677,search,comments,add_to_cart,178,t5
398,3401,7861,2024-07-16 01:53:35.378677,category,,purchase,280,t5
399,56,4928,2024-07-26 12:22:35.378677,cart,bottom,add_to_cart,271,t5
400,3513,4134,2024-07-14 18:25:35.378677,home,,view,181,t5
401,4867,5397,2024-07-19 15:09:35.378677,cart,comments,purchase,152,t5
402,3601,2335,2024-07-28 22:16:35.378677,home,comments,view,214,t5
403,2668,7752,2024-07-12 20:06:35.378677,search,specification,view,260,t5
404,2371,5938,2024-07-13 03:28:35.378677,cart,specification,purchase,128,t5
405,3205,6497,2024-07-20 16:37:35.378677,category,specification,purchase,295,t5
406,2793,8179,2024-08-10 19:29:35.378677,search,,view,198,t5
407,3687,5679,2024-07-23 19:11:35.378677,search,specification,purchase,155,t5
408,1371,4516,2024-08-05 06:32:35.378677,home,,view,246,t5
409,2447,1273,2024-08-03 03:01:35.378677,search,specification,purchase,232,t5
410,2381,2417,2024-07-14 07:05:35.378677,sale,comments,purchase,206,t5
411,2169,5948,2024-08-02 00:23:35.378677,sale,specification,view,67,t4
412,4475,1854,2024-07-21 10:18:35.378677,sale,comments,add_to_cart,181,t5
413,1967,1677,2024-07-31 01:58:35.378677,cart,comments,add_to_cart,260,t5
414,529,4460,2024-07-20 09:47:35.378677,search,specification,purchase,112,t4
415,1281,4799,2024-07-20 09:16:35.378677,cart,,purchase,200,t5
416,3412,158,2024-07-22 14:30:35.378677,sale,comments,purchase,72,t4
417,11,2851,2024-08-03 05:45:35.378677,category,,purchase,55,t3
418,323,3508,2024-07-21 01:57:35.378677,category,specification,view,136,t5
419,2440,1572,2024-07-21 02:54:35.378677,cart,comments,add_to_cart,37,t3
420,1551,2217,2024-08-08 07:22:35.378677,cart,comments,purchase,178,t5
421,218,8888,2024-07-19 18:11:35.378677,cart,,add_to_cart,185,t5
422,3553,4259,2024-07-15 22:44:35.378677,cart,,purchase,242,t5
423,310,341,2024-08-09 15:49:35.378677,search,,purchase,298,t5
424,4643,6613,2024-08-06 23:24:35.378677,home,comments,purchase,46,t3
425,4798,8599,2024-07-15 02:15:35.378677,cart,,view,41,t3
426,2373,5391,2024-07-29 16:43:35.378677,cart,,add_to_cart,152,t5
427,4544,9099,2024-07-29 21:07:35.378677,sale,,view,154,t5
428,1656,5368,2024-07-25 16:30:35.378677,search,specification,purchase,84,t4
429,4023,6582,2024-07-30 05:03:35.378677,cart,,view,55,t3
430,179,9870,2024-07-11 23:03:35.378677,category,comments,view,136,t5
431,163,2903,2024-08-10 01:15:35.378677,cart,bottom,purchase,288,t5
432,765,5234,2024-07-28 22:49:35.378677,home,,add_to_cart,229,t5
433,2270,3237,2024-07-31 19:42:35.378677,cart,comments,purchase,207,t5
434,3548,1775,2024-08-02 11:19:35.378677,search,comments,view,233,t5
435,3344,9730,2024-07-17 16:47:35.378677,search,bottom,add_to_cart,6,t1
436,3589,9971,2024-07-31 18:37:35.378677,cart,specification,add_to_cart,270,t5
437,3849,2346,2024-07-20 11:04:35.378677,cart,,view,46,t3
438,1553,7137,2024-07-21 22:42:35.378677,sale,comments,purchase,60,t3
439,2470,1205,2024-07-29 09:41:35.378677,home,comments,add_to_cart,188,t5
440,757,2647,2024-07-24 19:51:35.378677,cart,bottom,purchase,166,t5
441,85,9555,2024-07-25 14:30:35.378677,category,comments,view,295,t5
442,4764,1665,2024-07-24 09:54:35.378677,cart,comments,view,154,t5
443,1795,9430,2024-08-08 23:42:35.378677,home,,purchase,114,t4
444,835,1746,2024-07-27 21:40:35.378677,sale,comments,add_to_cart,259,t5
445,1525,8365,2024-07-18 02:23:35.378677,search,comments,add_to_cart,284,t5
446,1946,8236,2024-07-11 20:53:35.378677,category,bottom,purchase,258,t5
447,3546,243,2024-08-05 03:05:35.378677,cart,comments,add_to_cart,85,t4
448,3051,4078,2024-08-02 13:20:35.378677,category,comments,view,65,t4
449,4220,5975,2024-08-05 09:59:35.378677,search,,view,95,t4
450,3534,3260,2024-07-12 07:24:35.378677,search,specification,purchase,66,t4
451,373,2965,2024-07-28 00:43:35.378677,sale,bottom,add_to_cart,243,t5
452,2971,4834,2024-07-22 17:55:35.378677,sale,comments,purchase,280,t5
453,4843,1467,2024-07-30 05:17:35.378677,category,specification,add_to_cart,78,t4
454,794,5555,2024-08-07 13:57:35.378677,home,bottom,purchase,90,t4
455,4689,6960,2024-08-05 16:26:35.378677,sale,,view,67,t4
456,4689,5982,2024-07-25 19:20:35.378677,cart,,view,83,t4
457,4456,129,2024-08-07 01:06:35.378677,home,specification,view,211,t5
458,4672,9385,2024-07-16 19:07:35.378677,search,specification,view,284,t5
459,4550,1241,2024-08-08 05:53:35.378677,cart,specification,purchase,259,t5
460,3339,1861,2024-07-15 23:00:35.378677,category,bottom,purchase,92,t4
461,965,3270,2024-08-06 15:44:35.379674,cart,,purchase,1,t1
462,3105,9839,2024-07-25 16:01:35.379674,cart,specification,add_to_cart,177,t5
463,2310,5175,2024-07-28 16:46:35.379674,search,comments,add_to_cart,294,t5
464,4725,5613,2024-08-02 18:51:35.379674,cart,,view,138,t5
465,2950,1100,2024-07-14 14:39:35.379674,sale,comments,view,180,t5
466,827,4744,2024-07-30 13:39:35.379674,cart,,add_to_cart,210,t5
467,1545,5103,2024-07-29 23:24:35.379674,sale,,add_to_cart,237,t5
468,69,9522,2024-07-28 23:39:35.379674,search,comments,view,27,t3
469,1862,926,2024-07-30 04:23:35.379674,cart,bottom,view,254,t5
470,3522,25,2024-08-07 04:47:35.379674,category,comments,add_to_cart,204,t5
471,708,4856,2024-07-12 02:38:35.379674,search,bottom,view,71,t4
472,1379,246,2024-08-08 18:43:35.379674,home,,purchase,124,t5
473,2928,9918,2024-08-04 01:16:35.379674,sale,,add_to_cart,156,t5
474,4778,6110,2024-08-11 13:46:35.379674,sale,comments,purchase,18,t2
475,2293,7531,2024-08-07 21:50:35.379674,search,bottom,view,189,t5
476,3197,2895,2024-07-12 23:56:35.379674,home,bottom,view,159,t5
477,3057,9345,2024-07-26 03:07:35.379674,category,bottom,purchase,35,t3
478,4527,2750,2024-07-20 10:23:35.379674,cart,specification,add_to_cart,285,t5
479,746,6500,2024-08-10 09:07:35.379674,category,,purchase,140,t5
480,331,5616,2024-07-30 08:55:35.379674,cart,bottom,purchase,156,t5
481,3178,7799,2024-08-03 23:13:35.379674,home,specification,purchase,206,t5
482,2944,727,2024-08-08 13:29:35.379674,home,comments,add_to_cart,116,t4
483,4661,4651,2024-08-09 01:00:35.379674,sale,,add_to_cart,212,t5
484,174,2326,2024-07-12 17:27:35.379674,search,bottom,purchase,73,t4
485,4375,9558,2024-08-06 02:07:35.379674,sale,bottom,view,96,t4
486,2951,8930,2024-07-18 23:50:35.379674,search,comments,add_to_cart,194,t5
487,4176,6905,2024-08-01 23:24:35.379674,home,bottom,purchase,180,t5
488,2464,8447,2024-07-16 16:31:35.379674,sale,,purchase,77,t4
489,259,1105,2024-07-24 04:45:35.379674,home,comments,add_to_cart,66,t4
490,2636,5336,2024-07-21 23:41:35.379674,sale,bottom,purchase,247,t5
491,3551,5373,2024-07-14 04:13:35.379674,cart,,add_to_cart,91,t4
492,1388,8824,2024-07-27 16:14:35.379674,sale,specification,add_to_cart,127,t5
493,4635,5798,2024-07-14 02:28:35.379674,sale,specification,add_to_cart,188,t5
494,2499,5106,2024-07-28 07:24:35.379674,sale,,add_to_cart,194,t5
495,665,7916,2024-08-09 05:14:35.379674,category,comments,purchase,20,t2
496,766,4236,2024-08-03 02:38:35.379674,cart,comments,purchase,114,t4
497,3011,1093,2024-07-29 02:46:35.379674,search,bottom,add_to_cart,146,t5
498,269,3541,2024-07-13 22:13:35.379674,search,bottom,purchase,181,t5
499,4659,9474,2024-08-07 06:54:35.379674,category,,add_to_cart,11,t2
500,2222,7445,2024-08-06 21:28:35.379674,category,bottom,view,37,t3
501,3754,293,2024-07-19 06:58:35.379674,cart,specification,add_to_cart,236,t5
502,1952,4981,2024-08-09 00:02:35.379674,search,specification,add_to_cart,39,t3
503,145,5576,2024-08-05 00:43:35.379674,sale,specification,view,75,t4
504,3218,7527,2024-07-23 18:40:35.379674,search,comments,add_to_cart,95,t4
505,1424,1834,2024-08-09 21:18:35.379674,cart,specification,purchase,80,t4
506,1921,6694,2024-07-19 06:25:35.379674,home,comments,add_to_cart,290,t5
507,3045,8156,2024-07-13 18:39:35.379674,category,,purchase,263,t5
508,1608,4659,2024-08-03 11:23:35.379674,search,comments,view,171,t5
509,4131,9557,2024-08-10 06:35:35.379674,sale,specification,add_to_cart,221,t5
510,4516,7966,2024-07-12 13:31:35.379674,sale,bottom,add_to_cart,219,t5
511,2327,7053,2024-07-27 19:30:35.379674,search,comments,view,94,t4
512,4768,5110,2024-07-31 00:53:35.379674,search,bottom,add_to_cart,76,t4
513,3812,948,2024-08-01 02:35:35.379674,sale,comments,add_to_cart,199,t5
514,4150,1543,2024-07-28 13:15:35.379674,home,,add_to_cart,134,t5
515,3486,9048,2024-08-06 22:28:35.379674,category,,purchase,240,t5
516,3874,4876,2024-07-23 04:04:35.379674,category,specification,purchase,241,t5
517,3532,9544,2024-07-18 15:54:35.379674,cart,specification,purchase,106,t4
518,2934,1872,2024-07-24 01:35:35.379674,cart,specification,add_to_cart,300,t5
519,4631,9714,2024-08-07 03:11:35.379674,search,specification,view,131,t5
520,3335,3115,2024-07-27 06:17:35.379674,home,bottom,view,266,t5
521,1858,6356,2024-07-24 10:44:35.379674,sale,bottom,purchase,266,t5
522,1245,2020,2024-07-20 22:31:35.379674,search,specification,view,38,t3
523,3919,5948,2024-08-03 18:51:35.379674,category,specification,add_to_cart,69,t4
524,1250,1156,2024-07-27 21:11:35.379674,home,,purchase,289,t5
525,394,7371,2024-07-15 18:32:35.379674,search,,add_to_cart,184,t5
526,305,9907,2024-07-12 23:55:35.379674,sale,comments,view,164,t5
527,1974,6280,2024-08-09 23:10:35.379674,cart,bottom,add_to_cart,99,t4
528,725,9078,2024-07-31 11:43:35.379674,home,bottom,view,63,t4
529,2163,8846,2024-07-23 07:33:35.379674,sale,specification,add_to_cart,4,t1
530,3502,6696,2024-08-11 08:23:35.379674,category,bottom,add_to_cart,141,t5
531,4719,5162,2024-07-30 10:18:35.379674,category,,add_to_cart,196,t5
532,4584,7888,2024-08-04 05:30:35.379674,category,specification,view,238,t5
533,720,2658,2024-07-16 23:04:35.379674,sale,,view,42,t3
534,4973,2793,2024-07-17 03:11:35.379674,category,bottom,view,6,t1
535,147,677,2024-07-31 06:11:35.379674,category,comments,view,284,t5
536,442,5312,2024-07-24 03:15:35.379674,home,,view,195,t5
537,2330,1993,2024-07-15 22:13:35.379674,category,bottom,purchase,2,t1
538,2299,9171,2024-08-05 20:24:35.379674,search,specification,purchase,228,t5
539,2710,9900,2024-07-30 15:55:35.379674,search,specification,purchase,246,t5
540,4709,4523,2024-08-06 07:35:35.379674,cart,,view,285,t5
541,3312,4308,2024-07-21 12:57:35.379674,home,comments,add_to_cart,283,t5
542,1051,6714,2024-07-22 19:22:35.379674,search,bottom,purchase,220,t5
543,285,3605,2024-07-14 20:53:35.379674,home,bottom,view,59,t3
544,3205,2382,2024-07-16 05:26:35.379674,category,bottom,purchase,54,t3
545,43,1975,2024-07-30 20:09:35.379674,home,bottom,add_to_cart,30,t3
546,3118,9164,2024-07-21 04:03:35.379674,search,bottom,purchase,138,t5
547,54,7581,2024-07-22 05:30:35.379674,category,specification,view,74,t4
548,2804,8682,2024-08-03 18:04:35.379674,cart,bottom,purchase,113,t4
549,3428,8184,2024-07-27 14:07:35.379674,home,comments,add_to_cart,65,t4
550,3889,9987,2024-08-09 23:14:35.379674,sale,specification,purchase,216,t5
551,3325,6796,2024-07-26 21:25:35.379674,cart,,purchase,42,t3
552,1577,1085,2024-07-31 09:48:35.379674,search,comments,view,101,t4
553,3429,5887,2024-07-23 13:55:35.379674,category,,add_to_cart,25,t3
554,3669,6267,2024-07-13 22:40:35.379674,search,comments,add_to_cart,30,t3
555,616,4211,2024-08-04 23:14:35.379674,category,,add_to_cart,228,t5
556,4344,3719,2024-07-25 02:36:35.379674,cart,specification,purchase,148,t5
557,4696,3632,2024-08-10 12:29:35.379674,cart,specification,purchase,184,t5
558,2813,5885,2024-07-26 10:00:35.379674,sale,comments,view,151,t5
559,3130,9449,2024-07-20 19:52:35.379674,cart,bottom,add_to_cart,292,t5
560,3136,8577,2024-07-30 07:13:35.379674,search,specification,purchase,195,t5
561,3193,4614,2024-07-25 14:47:35.379674,sale,,view,69,t4
562,3096,96,2024-07-12 17:35:35.379674,home,,purchase,34,t3
563,855,5184,2024-07-29 10:31:35.379674,search,,purchase,289,t5
564,4040,2245,2024-07-21 01:18:35.379674,search,bottom,view,233,t5
565,4522,7000,2024-08-06 21:40:35.379674,category,,purchase,247,t5
566,2333,3287,2024-07-25 12:35:35.379674,search,specification,purchase,178,t5
567,3076,8916,2024-08-11 14:36:35.379674,search,bottom,add_to_cart,287,t5
568,234,7206,2024-07-31 13:58:35.379674,search,specification,add_to_cart,188,t5
569,2591,8681,2024-07-17 18:33:35.379674,cart,bottom,view,61,t4
570,4613,2544,2024-07-11 20:10:35.379674,cart,specification,add_to_cart,54,t3
571,663,4178,2024-07-26 20:50:35.379674,cart,bottom,view,221,t5
572,4747,5199,2024-07-14 14:42:35.379674,search,bottom,view,82,t4
573,4715,1981,2024-07-18 03:51:35.379674,search,specification,add_to_cart,58,t3
574,4786,1288,2024-08-02 19:25:35.379674,cart,comments,add_to_cart,75,t4
575,4166,6306,2024-08-02 07:20:35.379674,sale,bottom,purchase,160,t5
576,3076,7302,2024-07-17 00:00:35.379674,search,specification,purchase,62,t4
577,1515,4760,2024-07-20 19:55:35.379674,sale,specification,add_to_cart,11,t2
578,4641,4862,2024-08-09 14:42:35.379674,category,comments,add_to_cart,97,t4
579,3106,8464,2024-08-07 04:34:35.379674,category,bottom,view,166,t5
580,1180,5995,2024-08-08 04:56:35.379674,home,specification,view,160,t5
581,342,8516,2024-07-16 05:20:35.379674,sale,specification,view,222,t5
582,2592,2796,2024-08-07 17:38:35.379674,category,specification,view,116,t4
583,3138,6861,2024-08-02 09:49:35.379674,search,comments,purchase,151,t5
584,4273,6484,2024-07-23 17:49:35.379674,sale,specification,add_to_cart,218,t5
585,2665,8929,2024-07-26 14:58:35.379674,category,,add_to_cart,97,t4
586,400,5499,2024-08-11 04:25:35.379674,cart,specification,add_to_cart,93,t4
587,1829,3256,2024-08-09 07:15:35.379674,category,,purchase,286,t5
588,1978,7452,2024-07-24 09:06:35.379674,sale,comments,view,264,t5
589,4479,1350,2024-07-14 02:03:35.379674,search,bottom,view,75,t4
590,4792,4042,2024-07-22 23:50:35.379674,cart,specification,purchase,37,t3
591,4271,9178,2024-07-24 14:34:35.380672,search,specification,view,110,t4
592,2904,8310,2024-07-18 17:16:35.380672,home,comments,purchase,39,t3
593,1530,8021,2024-07-26 06:59:35.380672,sale,specification,purchase,78,t4
594,466,2897,2024-07-24 02:05:35.380672,category,bottom,add_to_cart,281,t5
595,4072,7,2024-07-17 12:21:35.380672,sale,specification,add_to_cart,198,t5
596,3990,1891,2024-07-27 18:37:35.380672,home,specification,add_to_cart,197,t5
597,1512,7447,2024-07-18 10:33:35.380672,cart,comments,purchase,73,t4
598,3561,5609,2024-07-25 03:19:35.380672,sale,specification,purchase,9,t1
599,1244,1486,2024-08-02 13:21:35.380672,search,bottom,view,187,t5
600,1389,5629,2024-07-16 02:39:35.380672,search,comments,view,180,t5
601,1397,8462,2024-07-23 06:23:35.380672,home,specification,view,38,t3
602,961,6873,2024-07-17 09:37:35.380672,category,bottom,add_to_cart,86,t4
603,1948,2277,2024-07-17 22:57:35.380672,category,bottom,add_to_cart,283,t5
604,1811,1106,2024-07-14 02:02:35.380672,cart,,add_to_cart,88,t4
605,3447,2200,2024-07-20 06:30:35.380672,search,bottom,add_to_cart,79,t4
606,1909,3399,2024-08-10 14:59:35.380672,cart,specification,purchase,86,t4
607,899,3010,2024-08-01 13:17:35.380672,home,specification,purchase,26,t3
608,1707,9025,2024-07-28 10:01:35.380672,home,specification,view,40,t3
609,367,6235,2024-07-19 03:41:35.380672,sale,,add_to_cart,8,t1
610,4299,6129,2024-07-27 17:41:35.380672,search,,add_to_cart,265,t5
611,4717,1263,2024-07-21 05:33:35.380672,search,specification,purchase,106,t4
612,2956,9565,2024-07-26 10:00:35.380672,home,,purchase,290,t5
613,1082,6353,2024-07-31 08:36:35.380672,sale,specification,purchase,49,t3
614,2258,8351,2024-07-22 01:10:35.380672,cart,comments,purchase,156,t5
615,4118,1162,2024-08-10 23:09:35.380672,sale,,view,119,t4
616,235,6737,2024-07-20 15:31:35.380672,category,comments,add_to_cart,118,t4
617,2117,2509,2024-07-21 12:44:35.380672,category,comments,add_to_cart,6,t1
618,2802,5747,2024-07-24 21:53:35.380672,cart,bottom,purchase,116,t4
619,4390,9821,2024-08-06 11:30:35.380672,sale,bottom,view,268,t5
620,4918,4919,2024-08-08 14:14:35.380672,home,bottom,purchase,161,t5
621,3344,3993,2024-08-04 04:10:35.380672,home,bottom,add_to_cart,15,t2
622,4456,9959,2024-08-04 12:02:35.380672,sale,bottom,purchase,219,t5
623,3630,2731,2024-07-30 17:14:35.380672,sale,,view,2,t1
624,4589,9402,2024-08-09 03:58:35.380672,search,comments,add_to_cart,206,t5
625,2913,6293,2024-07-18 00:30:35.380672,sale,comments,add_to_cart,125,t5
626,3606,5662,2024-07-27 15:42:35.380672,home,bottom,purchase,290,t5
627,434,9442,2024-08-06 04:48:35.380672,sale,bottom,add_to_cart,218,t5
628,109,3668,2024-07-18 19:52:35.380672,category,bottom,add_to_cart,186,t5
629,3399,1064,2024-08-04 02:28:35.380672,cart,,purchase,160,t5
630,3595,3806,2024-07-17 13:34:35.380672,search,specification,add_to_cart,244,t5
631,1539,698,2024-07-18 08:12:35.380672,sale,,add_to_cart,218,t5
632,3390,4535,2024-07-14 17:22:35.380672,sale,specification,add_to_cart,262,t5
633,4689,1391,2024-08-03 03:22:35.380672,home,comments,purchase,31,t3
634,1651,2373,2024-08-05 07:53:35.380672,cart,bottom,purchase,146,t5
