OrderItemID,OrderID,ProductID,Price,Quantity,CustomerID,OrderDate,Count,TotalAmount,Status,RetailerID,Name,MainCategory,SubCategory,SKU,CreatedAt,Reviews,Ratings,CleanedReviews,Sentiment,neg,neu,pos,compound,Cluster
76,43,8074,12.59,3,4628,2024-04-25 23:29:52,3,120.48,Shipped,90,USI UNIVERSAL THE UNBEATABLE Leather TRICEP Strap,sports & fitness,Fitness Accessories,SKU5791,2024-08-11 16:50:08.725805,,,,,,,,,
77,43,2462,19.19,3,4628,2024-04-25 23:29:52,3,120.48,Shipped,89,Fashion Favour Backpack BPK40QW,kids' fashion,School Bags,SKU9507,2024-08-11 16:35:24.940123,,,,,,,,,
78,43,2561,25.14,1,4628,2024-04-25 23:29:52,3,120.48,Shipped,53,PHILIPS HL1655/00 Hand Blender  250W,appliances,All Appliances,SKU4809,2024-08-11 16:35:31.770012,,,,,,,,,
79,44,4797,7.19,4,1853,2024-05-14 05:50:44,2,37.14,Shipped,9,CARBON BASICS Women's Regular Fit Joggers,sports & fitness,All Exercise & Fitness,SKU6163,2024-08-11 16:40:14.278153,,,,,,,,,
80,44,7611,4.19,2,1853,2024-05-14 05:50:44,2,37.14,Shipped,99,Chromozome Men's Cotton Brief (Pack of 2) (IT-12-2Pc Pack - Grey Melange M_Grey_M),men's clothing,Innerwear,SKU5394,2024-08-11 16:49:16.312002,,,,,,,,,
81,45,9912,5.99,1,1127,2024-05-01 10:45:35,2,14.13,In Transit,49,Strauss Silicone Gel Seat Cover With 3D Anti-Slip Granules (Black),home & kitchen,All Home & Kitchen,SKU5295,2024-08-11 16:53:52.699126,,,,,,,,,
82,45,2839,4.07,2,1127,2024-05-01 10:45:35,2,14.13,In Transit,11,inblu Casual Slipper Flip Flop for Women_WO06,women's shoes,Shoes,SKU9607,2024-08-11 16:36:09.483658,,,,,,,,,
83,46,7908,14.4,2,2623,2024-04-25 04:56:04,1,28.8,Shipped,73,4K argo Egg Laying Hen Poultry Feed  Chicken Feed 5 kg Pack,home & kitchen,Garden & Outdoors,SKU3602,2024-08-11 16:49:56.978690,,,,,,,,,
84,47,6864,11.99,3,384,2024-08-12 16:08:31,2,75.39,Shipped,88,FENICAL Backapck Unicorn Girls Plush Bookbag Cute Cartoon Travel Daypacks for Kids Baby Girls (Silver Wings),bags & luggage,Travel Accessories,SKU1831,2024-08-11 16:47:00.686609,,,,,,,,,
85,47,3951,39.42,1,384,2024-08-12 16:08:31,2,75.39,Shipped,9,4 Pieces Retro Steampunk Sunglasses Vintage Gothic Round Sunglasses Circle Steampunk Glasses for Women Men,accessories,Sunglasses,SKU6341,2024-08-11 16:38:53.220203,,,,,,,,,
86,48,3334,11.99,3,1391,2024-02-17 12:38:06,3,145.13,In Transit,72,Sharpex Garden Steel Material Hose Hanger - Wall Mounted Watering Hose Holders - Heavy Duty Portable Irrigation Hose Hange...,home & kitchen,All Home & Kitchen,SKU3933,2024-08-11 16:37:12.732786,,,,,,,,,
87,48,28,33.59,3,1391,2024-02-17 12:38:06,3,145.13,In Transit,40,Bantoo Baby Complete Sleeping Essentials All in One Bedding Combo Set (0-6 Months  Blue),home & kitchen,Home Furnishing,SKU3252,2024-08-11 16:27:30.814132,,,,,,,,,
88,48,8173,8.39,1,1391,2024-02-17 12:38:06,3,145.13,In Transit,29,Antiquestreet Beautiful Stylish Brass Born Husband Dady Date Customized Key Chain Gift,accessories,Bags & Luggage,SKU9033,2024-08-11 16:50:22.769958,,,,,,,,,
89,49,960,19.08,2,4193,2024-11-06 19:57:14,3,426.57,Shipped,88,AONES Pack of 3 Magnetic Loop Watch Strap Compatible for Moto 360 3rd Gen Watch Strap Black  Gold  Rose Gold,kids' fashion,Kids' Watches,SKU2655,2024-08-11 16:30:35.052730,,,,,,,,,
90,49,3923,364.43,1,4193,2024-11-06 19:57:14,3,426.57,Shipped,15,Gonex 60L 80L Waterproof Duffel  Durable Travel Dry Duffle Bag for Kayaking Boating Fishing Outdoor Adventure,bags & luggage,Travel Duffles,SKU6213,2024-08-11 16:38:45.177427,,,,,,,,,
91,49,904,11.99,2,4193,2024-11-06 19:57:14,3,426.57,Shipped,99,Football Jersey Messi Halfsleeve 2022-23 with Shorts,sports & fitness,All Sports  Fitness & Outdoors,SKU3359,2024-08-11 16:30:31.339020,,,,,,,,,
92,50,7189,203.99,4,2950,2024-05-29 16:03:33,2,851.96,Shipped,89,Kevin 80 cm (32 inches) Frameless Series HD Ready Android Smart LED TV KN32A1 (Black),tv  audio & cameras,Televisions,SKU5451,2024-08-11 16:47:51.558609,,,,,,,,,
93,50,3564,12.0,3,2950,2024-05-29 16:03:33,2,851.96,Shipped,33,Sumeet Stainless Steel Belly Shape Masala (Spice) Box/Dabba/Organiser with See Through Lid with 7 Containers and Small Spo...,home & kitchen,Kitchen Storage & Containers,SKU7834,2024-08-11 16:37:36.342236,,,,,,,,,
94,51,8319,43.19,2,2604,2024-06-19 02:14:38,3,121.87,In Transit,21,Men Black Stretch Joggers  Fabric by Raymond,men's clothing,Jeans,SKU1031,2024-08-11 16:50:34.069613,,,,,,,,,
95,51,8979,29.99,1,2604,2024-06-19 02:14:38,3,121.87,In Transit,27,Shining Jewel Designer Stylish 3 pcs Accessories Formal Elegant Gold Plated Cufflinks + Tiepin Set for Men (SJ_7137),accessories,Jewellery,SKU7625,2024-08-11 16:51:42.074704,,,,,,,,,
96,51,4386,2.75,2,2604,2024-06-19 02:14:38,3,121.87,In Transit,28,Kuber Industries Women's Cotton Handbag  Multicolour (KI007403),accessories,Handbags & Clutches,SKU2017,2024-08-11 16:39:33.629094,,,,,,,,,
97,52,5354,7.19,2,2898,2024-11-09 23:17:16,1,14.38,In Transit,14,Auto Oprema Center Console Pad PU Leather Car Armrest Seat Box Cover Protector Universal Fit (Black-Carbon L),car & motorbike,Car Parts,SKU1318,2024-08-11 16:42:00.811279,,,,,,,,,
98,53,6163,276.0,2,898,2024-09-08 20:55:41,3,617.35,Delivered,45,Hikvision 4 Ch HD DVR and 4 Dome HD Camera Combo kit  Include All Require Accessories for 4 Camera Installation,tv  audio & cameras,Security Cameras,SKU5485,2024-08-11 16:44:34.354641,"The Hikvision 4 Ch HD DVR and 4 Dome HD Camera Combo kit  Include All Require Accessories for 4 Camera Installation turned out to be a big letdown. It feels cheaply made, and I regret buying it. Definitely not worth the money I spent.",1.0,hikvision ch hd dvr dome hd camera combo kit include require accessory camera installation turned big letdown feel cheaply made regret buying definitely worth money spent,"{'neg': 0.092, 'neu': 0.757, 'pos': 0.151, 'compound': 0.2023}",0.092,0.757,0.151,0.2023,1.0
99,53,942,19.79,1,898,2024-09-08 20:55:41,3,617.35,Delivered,36,Sparx Men's Synthetic Running Shoes,sports & fitness,All Sports  Fitness & Outdoors,SKU4137,2024-08-11 16:30:33.950948,"I have mixed feelings about the Sparx Men's Synthetic Running Shoes. It's decent for the price, but there are some things that could be improved. It works fine, though.",3.0,mixed feeling sparx men synthetic running shoe decent price thing could improved work fine though,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.6597}",0.0,0.652,0.348,0.6597,4.0
100,53,8907,11.39,4,898,2024-09-08 20:55:41,3,617.35,Delivered,70,Airwick Automatic Air Freshener with Refill 250ml White Flowers,home & kitchen,Home Décor,SKU7511,2024-08-11 16:51:37.175618,"I have mixed feelings about the Airwick Automatic Air Freshener with Refill 250ml White Flowers. It's decent for the price, but there are some things that could be improved. It works fine, though.",3.0,mixed feeling airwick automatic air freshener refill ml white flower decent price thing could improved work fine though,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.6597}",0.0,0.701,0.299,0.6597,4.0
101,54,8509,17.1,3,2567,2024-05-29 02:20:09,2,531.3,Delivered,78,Nivia 1229BK Airstrike Football Stud for Mens (Black Green) Storm Football - Size 5 (White)  Rubber,sports & fitness,Football,SKU7637,2024-08-11 16:50:47.936569,"I have mixed feelings about the Nivia 1229BK Airstrike Football Stud for Mens (Black Green) Storm Football - Size 5 (White)  Rubber. It's decent for the price, but there are some things that could be improved. It works fine, though.",3.0,mixed feeling nivia bk airstrike football stud men black green storm football size white rubber decent price thing could improved work fine though,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.6597}",0.0,0.758,0.242,0.6597,4.0
102,54,7085,120.0,4,2567,2024-05-29 02:20:09,2,531.3,Delivered,52,TIMEMORE Chestnut C2 Manual Coffee Grinder with Adjustable Setting High-Precision for Pour Over French Press Espresso Turk...,appliances,Kitchen & Home Appliances,SKU3225,2024-08-11 16:47:32.013390,"The TIMEMORE Chestnut C2 Manual Coffee Grinder with Adjustable Setting High-Precision for Pour Over French Press Espresso Turk... is okay. It does the job but doesn't stand out in any particular way. I'm not sure if I would purchase it again, but it serves its purpose.",3.0,timemore chestnut c manual coffee grinder adjustable setting highprecision pour french press espresso turk okay job doesnt stand particular way im sure would purchase serf purpose,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.4939}",0.0,0.846,0.154,0.4939,2.0
103,55,9300,12.59,3,1707,2024-03-13 22:54:19,2,76.13,In Transit,47,JQR Active Men's Sports Runnning Shoes,men's shoes,Sports Shoes,SKU5110,2024-08-11 16:52:24.648167,,,,,,,,,
104,55,6379,9.59,4,1707,2024-03-13 22:54:19,2,76.13,In Transit,90,TYPE-C Earphone for Xiaomi Redmi Pad in Ear Type C Wired Earphones with Mic  Braided 1.2 Metre Cable  Metallic Design  10m...,tv  audio & cameras,Headphones,SKU9584,2024-08-11 16:45:27.417695,,,,,,,,,
105,56,7701,1.32,1,1328,2024-09-22 19:52:59,2,21.94,Delivered,86,Sandu Berb-Enterone Suspension | Ayurvedic Medicine for Loose Motion in Babies | 50 ml,beauty & health,Diet & Nutrition,SKU3132,2024-08-11 16:49:21.676792,"To be honest, the Sandu Berb-Enterone Suspension | Ayurvedic Medicine for Loose Motion in Babies | 50 ml is just alright. It’s not terrible, but there’s room for improvement. I wouldn't say it’s great, but it’s not awful either.",3.0,honest sandu berbenterone suspension ayurvedic medicine loose motion baby ml alright terrible there room improvement wouldnt say great awful either,"{'neg': 0.268, 'neu': 0.4, 'pos': 0.332, 'compound': 0.27}",0.268,0.4,0.332,0.27,0.0
106,56,5532,10.31,2,1328,2024-09-22 19:52:59,2,21.94,Delivered,59,Cocus Roxer Badminton Shoes (Black Yellow),sports & fitness,Badminton,SKU7513,2024-08-11 16:42:53.009633,"The Cocus Roxer Badminton Shoes (Black Yellow) turned out to be a big letdown. It feels cheaply made, and I regret buying it. Definitely not worth the money I spent.",1.0,cocus roxer badminton shoe black yellow turned big letdown feel cheaply made regret buying definitely worth money spent,"{'neg': 0.125, 'neu': 0.67, 'pos': 0.205, 'compound': 0.2023}",0.125,0.67,0.205,0.2023,1.0
107,57,2984,2.62,2,3018,2024-01-21 13:32:09,1,5.24,Delivered,11,Bhujialalji Chiwda Mixture  Chana Jor Namkeen  Aloo Bhujia  Khatta Meetha (pack of 4) 600g Namkeen Snacks Tasty & Crunchy ...,grocery & gourmet foods,Snack Foods,SKU9831,2024-08-11 16:36:19.210157,"The Bhujialalji Chiwda Mixture  Chana Jor Namkeen  Aloo Bhujia  Khatta Meetha (pack of 4) 600g Namkeen Snacks Tasty & Crunchy ... is okay. It does the job but doesn't stand out in any particular way. I'm not sure if I would purchase it again, but it serves its purpose.",3.0,bhujialalji chiwda mixture chana jor namkeen aloo bhujia khatta meetha pack g namkeen snack tasty crunchy okay job doesnt stand particular way im sure would purchase serf purpose,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4939}",0.0,0.856,0.144,0.4939,2.0
108,58,2190,23.99,3,307,2024-04-05 06:29:41,2,77.96,Shipped,56,CMerchants 5 Layer Black Shelf Book Cabinet (6 Layer),home & kitchen,Furniture,SKU4659,2024-08-11 16:35:05.593047,,,,,,,,,
109,58,3124,5.99,1,307,2024-04-05 06:29:41,2,77.96,Shipped,8,e-INFINITY Wire Cable Connectors Terminals Crimp Scotch Lock Quick Splice Electrical Car Audio 22-10AWG 0.5mm-6mm Kit Tool...,car & motorbike,Car Electronics,SKU8264,2024-08-11 16:36:44.038626,,,,,,,,,
110,59,2863,17.99,3,4840,2024-11-22 09:40:25,1,53.97,In Transit,99,Summer Infant Bath Sponge  Aqua,toys & baby products,Baby Bath  Skin & Grooming,SKU5341,2024-08-11 16:36:10.720108,,,,,,,,,
111,60,5869,11.99,2,3229,2024-11-17 17:56:03,2,41.98,In Transit,71,Einstein Box Featuring Disney for 4-5-6 Year Old Boys/Girls | Disney Gift Toys for Kids | Learning and Educational Toys  G...,toys & baby products,Toys Gifting Store,SKU9532,2024-08-11 16:43:43.652022,,,,,,,,,
112,60,5130,6.0,3,3229,2024-11-17 17:56:03,2,41.98,In Transit,97,Pop it Fidget Unicorn Sling Bag with Adjustable Sling Zipper Closer Silicon Unicorn Cross Body Shoulder Bag Travel Pouch f...,bags & luggage,Wallets,SKU7083,2024-08-11 16:41:13.373838,,,,,,,,,
113,61,652,62.39,1,935,2024-07-05 11:25:45,3,205.14,Shipped,31,MY HEART™ Aluminium Heavy Luggage Trolley Hand Truck with Wheel Carry Weight Upto 80Kg,bags & luggage,Suitcases & Trolley Bags,SKU8667,2024-08-11 16:29:36.752869,,,,,,,,,
114,61,2391,41.99,3,935,2024-07-05 11:25:45,3,205.14,Shipped,75,Maybelline Dream Fresh BB Cream  Medium/Deep  30ml,beauty & health,Luxury Beauty,SKU8751,2024-08-11 16:35:20.834965,,,,,,,,,
115,61,9149,8.39,2,935,2024-07-05 11:25:45,3,205.14,Shipped,90,BIGOWL Rakhi Gifts for Sisters  Silver Chain Analog Women's Watch,accessories,Watches,SKU9250,2024-08-11 16:52:07.883855,,,,,,,,,
116,62,6525,5.99,3,225,2024-04-29 05:11:51,2,41.73,Shipped,50,ESPtronics 5 Pair 45mm Metal Alligator Clips Insulation Crocodile Clip Electrical Clamp Test Probe Meter Black Red Crocodi...,industrial supplies,Test  Measure & Inspect,SKU8904,2024-08-11 16:45:49.103816,,,,,,,,,
117,62,3971,7.92,3,225,2024-04-29 05:11:51,2,41.73,Shipped,1,SET WET Deodorant Spray Perfume Cool  Charm & Mischief Avatar for men  150ml (Pack of 3),beauty & health,Health & Personal Care,SKU7556,2024-08-11 16:38:54.486782,,,,,,,,,
118,63,8252,155.99,4,3651,2024-07-24 01:12:23,1,623.96,Shipped,58,K&F Concept 52mm Nano-X Black Soft Filter 1/4 Special Effects Filter  Double Side Multi-Coated Black Cine Diffusion Effect...,tv  audio & cameras,Camera Accessories,SKU7428,2024-08-11 16:50:29.961446,,,,,,,,,
119,64,7362,14.35,2,1561,2024-09-05 17:30:28,3,12913.27,Delivered,57,Kovove The Circular Silver Cufflinks Silver Coloured Cufflinks,accessories,Jewellery,SKU4814,2024-08-11 16:48:09.253627,"The Kovove The Circular Silver Cufflinks Silver Coloured Cufflinks is okay. It does the job but doesn't stand out in any particular way. I'm not sure if I would purchase it again, but it serves its purpose.",3.0,kovove circular silver cufflink silver coloured cufflink okay job doesnt stand particular way im sure would purchase serf purpose,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4939}",0.0,0.802,0.198,0.4939,2.0
120,64,8544,9.59,2,1561,2024-09-05 17:30:28,3,12913.27,Delivered,23,BeeMall Travel Bag Lock with Two Keys (Bronze  Medium) - Pack of 6 Units,industrial supplies,Industrial & Scientific Supplies,SKU3187,2024-08-11 16:50:50.458895,"I absolutely loved the BeeMall Travel Bag Lock with Two Keys (Bronze  Medium) - Pack of 6 Units, it was even better than I expected. The quality is top-notch, and it's very well-made. Definitely worth every penny!",4.0,absolutely loved beemall travel bag lock two key bronze medium pack unit even better expected quality topnotch wellmade definitely worth every penny,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.8932}",0.0,0.606,0.394,0.8932,1.0
121,64,4733,12865.39,1,1561,2024-09-05 17:30:28,3,12913.27,Delivered,97,realme Buds Q2 Bluetooth Truly Wireless in Ear Earbuds with Mic  Fast Charging & Up to 28Hrs Playtime (Active Black),tv  audio & cameras,Headphones,SKU1425,2024-08-11 16:40:08.914206,"I was really disappointed with the realme Buds Q2 Bluetooth Truly Wireless in Ear Earbuds with Mic  Fast Charging & Up to 28Hrs Playtime (Active Black). The quality was poor, and it didn't meet any of my expectations. I wouldn't recommend it to anyone.",1.0,really disappointed realme bud q bluetooth truly wireless ear earbuds mic fast charging hr playtime active black quality poor didnt meet expectation wouldnt recommend anyone,"{'neg': 0.259, 'neu': 0.572, 'pos': 0.169, 'compound': -0.4594}",0.259,0.572,0.169,-0.4594,0.0
122,65,8149,180.54,4,1906,2024-09-17 05:53:28,1,722.16,In Transit,47,Havells Stealth Air 1250mm Dust Resistant Ceiling Fan (Pearl White) Platina 400mm Wall Fan (White),appliances,Heating & Cooling Appliances,SKU7645,2024-08-11 16:50:21.025565,,,,,,,,,
123,66,4797,7.19,1,3004,2024-08-02 09:22:05,2,270.71,In Transit,9,CARBON BASICS Women's Regular Fit Joggers,sports & fitness,All Exercise & Fitness,SKU6163,2024-08-11 16:40:14.278153,,,,,,,,,
124,66,2966,65.88,4,3004,2024-08-02 09:22:05,2,270.71,In Transit,53,Maizic Smarthome HD 1080 P Wi-Fi IP 360 Degree FishEye Panoramic CCTV Wireless Wi Fi Smart Camera with TF Card Slot  Night...,tv  audio & cameras,Security Cameras,SKU3511,2024-08-11 16:36:17.741218,,,,,,,,,
125,67,3467,2.4,1,4975,2024-10-30 20:10:37,3,43.19,Delivered,70,Sundaram| Sprial Boumd(wiro)| A4 Drawing Book| 100 Pages(50 Sheets)| 29.5 x 21 cm| Pack of 1,toys & baby products,Toys & Games,SKU6169,2024-08-11 16:37:28.753944,"I was really disappointed with the Sundaram| Sprial Boumd(wiro)| A4 Drawing Book| 100 Pages(50 Sheets)| 29.5 x 21 cm| Pack of 1. The quality was poor, and it didn't meet any of my expectations. I wouldn't recommend it to anyone.",2.0,really disappointed sundaram sprial boumdwiro drawing book page sheet x cm pack quality poor didnt meet expectation wouldnt recommend anyone,"{'neg': 0.35, 'neu': 0.65, 'pos': 0.0, 'compound': -0.8226}",0.35,0.65,0.0,-0.8226,0.0
126,67,9481,11.99,1,4975,2024-10-30 20:10:37,3,43.19,Delivered,4,Paczo 6 Pcs Travel Luggage Packing Organizer - Waterproof Clothes Storage Packing Cubes  Luggage Organizer Bag for Packin...,bags & luggage,Travel Duffles,SKU7790,2024-08-11 16:52:45.429054,"I have mixed feelings about the Paczo 6 Pcs Travel Luggage Packing Organizer - Waterproof Clothes Storage Packing Cubes  Luggage Organizer Bag for Packin.... It's decent for the price, but there are some things that could be improved. It works fine, though.",3.0,mixed feeling paczo pc travel luggage packing organizer waterproof clothes storage packing cube luggage organizer bag packin decent price thing could improved work fine though,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.6597}",0.0,0.775,0.225,0.6597,4.0
127,67,6230,9.6,3,4975,2024-10-30 20:10:37,3,43.19,Delivered,47,Furry Tails Multistar chew Tablets with |10 Vitamins |8 Amino acids |Heathy|Active|Playful pet 30 Tablets (Pack of 2),pet supplies,Dog supplies,SKU7533,2024-08-11 16:44:42.066215,The Furry Tails Multistar chew Tablets with |10 Vitamins |8 Amino acids |Heathy|Active|Playful pet 30 Tablets (Pack of 2) works like a charm! It's everything I needed and more. Would definitely buy it again without hesitation.,5.0,furry tail multistar chew tablet vitamin amino acid heathyactiveplayful pet tablet pack work like charm everything needed would definitely buy without hesitation,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8724}",0.0,0.588,0.412,0.8724,2.0
128,68,4386,2.75,3,1420,2024-11-05 14:12:23,3,38.23,Shipped,28,Kuber Industries Women's Cotton Handbag  Multicolour (KI007403),accessories,Handbags & Clutches,SKU2017,2024-08-11 16:39:33.629094,,,,,,,,,
129,68,7923,3.0,2,1420,2024-11-05 14:12:23,3,38.23,Shipped,41,Arya Vaidya Sala Kottakkal Ayurvedic Ajaswagandhadi Leham - 500 g,beauty & health,Diet & Nutrition,SKU1208,2024-08-11 16:49:58.101221,,,,,,,,,
130,68,235,11.99,2,1420,2024-11-05 14:12:23,3,38.23,Shipped,64,FATMUG Polyester Bag Organizers (Set of 4) (Black_600027SWBGA1),stores,Amazon Fashion,SKU6709,2024-08-11 16:28:08.205120,,,,,,,,,
131,69,2539,55.19,3,2495,2024-10-15 15:26:59,3,333.53,Delivered,17,Pinolex® Drip Irrigation Water Timer Digital Controller Fully Automatic Adapters Batteries Included Child Lock Feature Pro...,industrial supplies,Industrial & Scientific Supplies,SKU9736,2024-08-11 16:35:30.103469,The Pinolex® Drip Irrigation Water Timer Digital Controller Fully Automatic Adapters Batteries Included Child Lock Feature Pro... was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,1.0,pinolex drip irrigation water timer digital controller fully automatic adapter battery included child lock feature pro overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.6136}",0.179,0.821,0.0,-0.6136,0.0
